oq1,oq2,oq3,oq4,oq5,oq6,oq7,oq8,oq9,oq10,oq11,oq12,oq13,oq14,oq15,oq16,oq17,oq18,oq19,oq20,oq21,oq22,oq23,oq24,oq25,oq26,oq27,oq28,oq29,oq30,oq31,oq32,oq33,oq34,oq35,oq36,oq37,oq38,oq39,oq40,oq41,oq42,oq43,oq44,oq45
2,4,1,4,3,4,3,0,4,1,0,2,2,4,1,4,2,4,4,2,2,2,2,1,2,0,1,0,1,2,2,0,1,4,0,2,4,1,1,1,2,0,2,0,2
0,2,1,2,2,2,1,0,1,1,1,2,0,2,0,3,1,1,1,0,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1
1,3,0,4,2,2,3,0,2,3,0,2,1,2,1,3,2,2,2,2,2,3,1,1,3,2,3,2,2,1,1,1,3,2,1,3,2,1,1,3,3,2,2,0,2
0,2,0,1,1,1,2,0,1,1,0,2,0,0,0,2,3,1,1,1,0,0,1,0,1,4,0,2,0,1,1,2,0,2,0,0,3,3,1,1,0,0,1,1,1
0,2,0,3,1,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,2,0,2,0,2,1,0,1,2,0,0,2
1,1,1,2,2,2,0,0,0,0,0,2,1,1,0,3,0,0,2,0,0,2,0,0,1,0,1,2,0,0,0,0,1,2,0,1,0,2,2,1,0,0,0,0,1
0,2,0,3,3,2,1,0,2,0,0,1,0,1,0,3,0,0,0,0,0,4,0,0,1,0,0,1,3,0,1,0,0,0,0,3,1,2,0,3,0,0,2,0,0
1,1,2,2,4,2,3,0,2,3,1,1,1,2,2,3,1,3,1,2,2,2,1,2,2,1,1,1,0,2,1,1,2,3,1,3,2,1,1,2,2,3,2,0,1
1,2,1,4,2,3,0,0,1,2,2,1,1,4,0,1,0,1,1,0,1,4,0,1,0,2,0,2,1,0,2,1,2,2,0,3,1,3,1,2,4,2,1,1,4
0,2,2,3,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,3,2,2,1,0,1,1,1,1,0,1,1,1,2,1,1,0,0,2,1,0,1,3,1,2,1,1,1,2,2,1,0,1,2,1,2,0,3,0,1,0,1
0,1,1,3,2,1,1,0,0,0,0,1,0,2,1,2,1,1,1,0,1,1,0,0,0,1,1,2,1,1,2,1,2,1,2,2,3,2,2,2,2,1,1,1,2
1,3,2,2,3,3,2,0,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1
1,1,1,2,2,1,0,0,1,0,0,2,1,1,2,0,0,1,1,1,1,3,1,1,0,1,2,2,1,1,1,0,1,2,0,2,2,2,0,1,3,0,1,0,1
0,1,1,2,2,1,1,0,0,0,0,2,0,1,2,0,2,3,0,2,1,2,1,0,0,0,3,3,0,0,2,0,0,0,0,2,4,3,0,0,1,0,1,0,0
1,1,1,1,2,2,1,0,2,2,2,1,0,1,3,2,2.5,3,1,2,2,3,2,3,2,2,1,3,2,4,2,1,1,2,2,1,2,3,2,2,3,1,2,3,2
0,1,1,2,1,1,1,0,1,1,2,2,1,0,0,0,1,1,2,1,1,2,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,3,2,2,2,0,1,1,1,2,0,2,0,2,1,1,1,0,0,1,0,0,1,2,1,1,1,1,0,0,0,1,0,1,1,3,1,0,0,1,0,0,1
0,1,2,1,2,1,1,0,1,1,2,1,1,1,0,0,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
1,1,0,0,2,1,1,0,0,0,1,1,0,1,0,2,2,2,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,3,0,1,1,2,0,0,2,0,0,0,0
0,2,1,2,2,1,2,0,1,1,1,2,1,1,0,1,1,1,2,0,0,2,1,1,1,1,1,1,0,0,2,1,1,1,0,1,2,2,1,1,2,1,1,1,1
0,2,2,2,2,2,2,0,1,1,0,0,0,2,2,4,2,2,2,2,2,2,0,0,0,0,3,3,0,2,2,0,4,3,0,2,2,1,0,0,0,2,2,3,4
1,1,0,1,1,2,0,0,0,0,0,2,0,2,0,3,0,2,2,0,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
0,2,1,2,1,2,3,0,0,0,1,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,0,0,1,1,1,1,0,2,3,1,0,0,0,1,0,1
0,4,1,3,3,3,1,0,2,1,0,3,.74,3,2,4,1,1,3,0,2,3,1,0,1,0,2,4,2,0,1,0,1,2,1,3,2,3,1,0,4,1,0,1,3
1,2,1,4,3,1,0,0,1,0,0,1,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,3,0,0,3,0,0,3,0,4,0,0,0,1,1,3,0
0,2,3,4,4,4,3,2,2,3,0,4,3,2,3,2,0,3,2,3,0,3,4,2,1,1,0,4,4,3,2,0,2,0,0,3,1,4,3,3,2,1,2,1,2
0,1,1,1,3,2,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,4,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,2,1,1,0,2
1,2,2,2,2,3,2,0,1,1,2,2,1,1,1,0,1,1,2,1,0,2,1,1,1,1,2,2,1,1,1,2,2,1,0,2,2,2,2,1,1,1,1,2,1
0,0,1,3,2,2,3,1,2,1.18,3,0,1,4,1,3,2,2,1,3,0,4,0,0,1,1,1,0,1,1,0,0,0,2,1,1,2,0,0,2,4,1,1,0,1
0,2,1,3,2,1,1,0,1,1,1,2,0,1,1,1,2,1,1,1,0,3,1,1,0,1,1,1,1,0,1,0,0,2,0,1,1,3,1,0,0,.5,0,1,2
0,3,0,4,1,1.88,1,0,2,2,0,1,1,2,0,0,0,0,0,0,.5,2,0,0,0,0,1,2,1,0,0,1,1,3,0,3,1,1,0,0,2,2,0,0,1
1,2,2,2,2,3,1,0,1,1,0,2,1,1,1,2,1,3,2,1,2,4,2,1,1,0,0,3,0,1,1,0,2,1,0,3,3,1,3,3,3,1,2,1,0
1,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,3,3,1,3,1,3,2,1,1,2,1,2,0,0,1,3,1,0,0,1,3,2,1,1,1,1,1,1,1
0,2,0,3,3,2,2,1,2,1,1,2,1,1,1,2,0,1,1,0,1,2,2,0,1,1,2,3,1,1,1,0,2,1,0,1,0,3,1,2,3,2,0,0,2
0,0,0,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,3,3,2,3,2,1,1,0,3,2,1,3,2,4,4,2,3,3,2,2,3,1,0,1,3,4,1,4,0,2,3,1,2,4,3,2,2,3,4,3,0,1
0,2,1,3,2,1,2,0,1,1,0,2,1,3,2,1,2,1,2,2,1,3,1,1,0,2,1,3,2,1,2,2,1,1,0,1,2,3,1,1,2,1,1,0,1
0,3,1,3,3,2,1,0,1,1,0,1,1,4,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,3,0,2,0,4,2,0,1,2,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2
1,2,1,2,4,2,2,0,2,3,0,2,1,2,1,2,2,2,3,2,1,1,1,1,1,1,2,1,1,2,1,1,3,2,0,2,3,0,1,1,2,2,2,0,2
1,2,1,1,2,1,0,0,0,0,0,1,1,4,0,2,1,1,2,0,0,2,0,1,1,0,2,0,1,0,0,0,2,1,0,2,0,4,1,0,0,0,0,0,1
0,2,1,4,4,4,4,0,0,0,0,4,0,2,0,4,2,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,4
1,2,2,4,4,2,2,0,1,2,0,4,1,4,0,0,3,1,1,0,0,3,0,0,2,3,2,0,1,1,1,0,1,2,0,2,0,4,0,0,2,0,0,0,1
0,2,0,3,2,1,0,1,1,1,0,1,1,2,0,4,4,1,3,2,1,3,1,0,2,0,1,0,3,0,1,0,1,2,0,3,4,1,0,2,1,2,1,0,2
0,1,2,3,3,2,1,1,0,0,0,0,0,3,1,2,0,2,1,0,0,2,1,0,2,2,2,0,0,0,0,0,0,3,0,1,0,2,1,0,2,1,0,1,2
1,2,1,4,3,3,3,1,2,1,1,2,2,0,3,3,3,4,4,3,1,3,2,2,0,1,3,4,0,2,2,0,1,2,0,0,3,4,4,4,0,4,1,2,2
1,2,1,4,1,3,1,0,1,1,0,2,1,3,1,2,1,3,2,3,0,2,3,0,1.03,0,1,2,1,2,1,0,2,2,1,2,1,3,1,2,2,2,2,0,1
0,3,1,4,4,4,1,1,4,4,1,2,3,4,2,4,2,2,2,1,3,2,2,2,1,2,1,2,3,3,1,1,2,3,2,2,0,2,2,2,4,3,1,1,2
0,2,0,2,2,2,0,0,0,0,1,0,0,2,0,2,0,0,2,0,0,2,0,0,2,4,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2
1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,0,2,2,2,2,2,2,2,1
1,1,1,0,1,3,0,0,0,0,0,2,0,1,0,0,3,1,1,2,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3,2,1,0,0,0,2,1,0
1,2,1,3,3,2,1,0,2,1,0,1,1,2,1,1,0,2,1,1,0,2,1,1,0,0,1,1,0,1,1,0,1,1,0,2,1,2,1,0,1,1,1,0,2
1,3,1,2,1,1,2,0,0,0,0,2,1,2,0,1,2,1,1,1,1,1,1,2,0,0,2,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,1,0,1
0,2,1,3,2,1,1,0,0,0,0,2,2,1,0,0,0,2,1,2,2,3,1,2,1,0,0,2,0,0,3,0,0,3,0,2,4,1,2,0,2,0,0,0,0
1,3,2,2,2,2,1.29,1,3,1,0,3,2,0,2,2,1.05,2,2,2,1,2,2,2,1,0,1,0,1,1,2,0,1,0,0,1,4,2,0,2,1,2,2,0,1
1,1,2,4,3,4,3,0,1,1,0,2,1,1,0,2,0,3,3,2,0,2,1,0,1,0,3,3,3,3,1,0,3,1,0,0,2,2,3,3,3,1,3,0,0
1,1,1,4,4,3,1,0,1,2,0,2,1,4,0,0,0,1,1,3,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,1
0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,4,0,1,4,0,0,2,0,0,1,0,2,4,2,0,0,0,1,2,0,2,0,1,1,0,0,2,0,0,0
0,2,2,2,2,2,2,2,2,0,0,2,0,2,1,2,0,0,0,0,1,2,2,.71,0,0,2,0,1,0,0,0,2,2,1,2,0,3,2,2,2,2,2,2,2
1,2,1,3,2,2,2,0,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,1,2,0,2,1,0,1,1,0,1,2,2,1,1,1,1,2,0,2
2,2,1,3,3,2,4,0,2,2,1,2,1,2,1,3,3,3,3,2,2,4,2,2,1,3,1,3,1,2,3,1,1,3,1,2,2,2,2,2,1,2,2,1,2
0,2,0,2,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0,0,0,4,4,2,1,0,0,0,0,2,0,3,0,4,1,0,3,0,0,4,2,2,0,0,3,3,0,3,.93,0,2,2,1,2,3,3,2,0,2,2,1,2,4
0,4,1,3,4,4,3,1,2,2,0,2,2,2,1,4,0,4,3,2,3,3,2,2,2,0,2,2,4,2,2,0,3,4,0,3,2,3,1,2,3,2,1,1,4
1,2,1,4,4,3,1,0,2,2,1,2,3,3,2,2,3,4,1,3,0,2,1,2,3,1,1,0,3,0,4,0,3,2,2,3,4,1,0,3,2,3,3,1,1
0,2,0,3,1,2,0,0,0,1,0,2,0,2,0,0,0,2,1,0,0,3,0,0,2,0,2,2,0,1,1,0,2,1,0,2,1,0,0,0,1,0,0,0,2
1,1,1,3,1,3,1,0,1,1,0,2,1,2,0,2,1,1,2,0,.72,2,0,0,1,0,3,0,0,2,.93,0,3,2,0,2,1,2,2,0,2,2,2,1,2
1,3,2,3,1,2,2,1,3,3,2,1,2,0,2,3,3,3,3,2,1,1,2,1,2,1,1,3,.96,1,1,1,3,1.42,1,3,3,2,.89,2,4,2,1,1,0
1,2,1,3,1,1,0,0,0,0,0,3,0,0,1,1,1,2,3,1,1,4,0,2,0,2,1,4,1,0,2,0,1,4,0,1,4,4,2,1,0,1,0,0,3
2,2,2,2,4,3,0,0,0,2,0,0,2,2,1,4,4,2,3,2,3,2,2,2,4,0,3,0,3,3,0,0,3,2,2,2,2,4,2,1,1,0,1,0,3
0,2,1,2,2,1,0,0,1,1,0,0,0,3,0,4,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,4,0,1,3,1,0,0,1
1,1,0,3,2,1,0,0,1,0,0,2,1,2,0,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,1,1,0,0,3,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,4,0,1,0,2,0,2,1,1,0,0,0,1,0,0,1,2,0,2,4,0,1,1,2
1,2,1,2,1,3,2,0,2,2,1,3,2,1,0,0,1,4,2,2,0,2,1,1,1,0,1,1,1,1,2,0,1,1,1,1,1,2,1,1,1,1,1,1,3
0,2,0,2,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,3
2,4,1,3,2,1,1,0,2,3,0,2,0,1,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,4,.93,0,0,0,0,0,1,2,2,2,0,0,2,2,0
0,1,1,3,1,2,1,0,1,1,1,1,1,3,0,0,0,0,1,0,0,2,1,1,1,0,2,2,1,1,1,0,0,2,0,2,2,1,1,0,2,1,1,1,1
0,2,1,2,2,2,1,.5,2,1.18,1,2,1,3,1,1,0,1,1,1,1,2,1,0,2,1,2,2,0,0,0,0,1,1,0,2,0,4,0,0,0,1,0,0,1
0,1,1,2,2,2,2,0,1,1,1,2,0,1,0,0,3,2,0,1,0,3,1,0,0,2,0,3,0,0,0,1,0,0,0,1,2,2,0,0,1,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,2,1,2,1,2,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
0,1,0,2,2,1,2,0,0,1,1,1,0,1,0,2,2,1,1,0,1,2,1,0,0,1,1,2,0,1,0,2,1,1,0,2,2,2,2,1,2,0,1,1,1
0,1,0,3,3,3,2,0,0,1,1,0,0,1,0,0,0,0,2,0,0,4,0,0,0,1,1,3,1,0,0,0,0,2,0,1,2,1,1,0,2,1,0,0,1
0,1,1,2,2,2,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1
0,2,2,1,2,3,2,0,2,2,2,1,1,1,1,3,2,1,2,1,1,3,1,1,2,3,4,3,1,1,0,2,2,1,0,3,1,1,1,0,2,2,0,1,2
1,1,2,3,2,2,2,0,2,2,0,2,1,4,0,0,2,2,1,0,0,3,2,0,2,0,2,3,0,0,2,0,2,2,2,2,4,2,1,4,2,0,2,2,2
0,2,1,2,1,2,1,0,1,2,0,2,1,2,0,2,1,0,2,0,1,1,0,0,1,0,2,1,1,0,0,0,1,1,1,2,1,2,1,0,1,1,2,1,2
2,3,3,3,3,3,3,2,2,2,1,3,2,1,2,4,2,2,1,2,2,3,3,1,3,3,1,3,2,3,2,2,2,2,1,1,2,3,4,3,3,2,3,2,2
0,1,1,3,3,3,4,2,2,2,1,3,0,2,2,1,0,2,2,2,0,4,2,3,3,2,1,4,1,0,1,0,2,1,0,0,2,3,0,0,0,0,1,0,1
0,2,1,2,2,1,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,3,0,1,1,2
0,2,0,2,2,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0,2,1,3,0,0,0,1,0,0,0
0,2,0,3,1,2,0,1,0,2,0,2,1,1,0,1,0,2,1,0,0,2,0,0,1,0,2,2,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,2
1.5,2,2,3,1,1,.5,0,1,1,0,2,0,3,0,4,2,2,2,0,1,2,0,0,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2
0,2,2,3,3,2,0,1,2,1,0,1,1,4,1,3,4,3,2,2,1,3,1,1,2,4,0,0,0,0,2,0,2,0,0,2,4,2,1,3,3,2,2,2,0
2,2,3,0,2,3,0,1,1,1,0,2,2,1,2,1,1,2,2,2,0,2,2,0,2,0,2,1,1,1,3,0,1,0,0,0,2,2,0,4,4,1,2,0,1
1,2,2,2,3,4,0,0,2,2,0,2,0,1,0,3,1,0,3,2,1,2,2,0,1,0,0,1,0,1,1,0,0,1,0,1,4,2,1,0,0,0,3,1,0
0,1,1,2,2,1,0,0,1,1,0,2,1,2,0,2,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,2,1,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,2,1,2,2,1,1,3,1,2,1,1,1,3,1,2,3,2,1,2,1,1,1,1,2,0,3,2,1,1,1,0,1,1,1,2,2,2,2,1,2,2,1,2,1
1,2,1,4,3,3,1,1,2,2,1,2,1,0,1,3,4,3,3,0,0,3,2,0,2,4,2,3,2,2,1,2,4,3,0,1,3,3,3,2,4,0,1,1,2
0,3,2,2,2,2,2,0,0,0,0,1,0,2,0,4,0,0,2,0,0,2,2,0,2,0,1,4,1,0,0,0,0,0,0,1,2,3,1,2,4,2,0,0,1
1,1,0,2,2,2,2,1,1,1,1,1,0,2,1,2,2,2,2,1,1,2,0,0,1,0,1,3,1,2,1,1,2,2,0,2,1,2,1,1,1,1,1,1,1
1,3,2,3,3,2,0,0,1,1,1,3,1,1,2,1,2,1,2,1,2,3,1,0,2,2,1,2,1,2,1,0,1,2,0,1,2,1,1,2,1,0,2,2,2
1,2,2,3,4,3,1,0,1,1,0,2,0,1,2,2,0,3,2,1,2,3,2,0,3,0,1,4,1,2,2,0,2,0,1,2,1,2,2,2,1,3,2,2,1
1,2,3,4,4,3,3,1,2,3,0,3,3,1,3,3,4,3,2,2,2,3,3,2,1,0,1,1,1,1,3,0,2,1,0,2,4,4,2,4,2,2,3,1,1
1,2,1,4,3,3,2,0,2,1,0,1,0,2,1,0,1,1,1,0,1,1,0,0,0,0,1,0,2,1,0,0,1,3,0,2,1,2,1,0,2,1,0,0,0
0,0,0,2,2,1,2,0,2,1,0,3,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,2,0,0,1,0,2,2,0,1,2,1,1,0,0,0,1,0,0
0,2,1,4,2,0,0,0,2,0,0,2,0,3,0,2,0,2,1,0,1,2,0,0,0,0,2,0,2,1,0,0,0,2,0,2,0,4,2,1,2,2,2,.52,3
0,1,0,2,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,2,1,2,2,2,1,0,0,0,0,2,0,3,2,2,1,1,1,1,0,4,1,1,2,4,1,2,1,3,1,1,2,1,0,1,2,2,1,2,1,1,1,0,1
0,0,0,2,2,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,2,0,1,0,2,1,0,0,0,1,0,0
0,1,1,2,2,1,1,0,0,0,0,2,1,1,0,1,0,1,1,0,0,2,1,0,0,0,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,3
0,1,2,2,2,2,1,0,0,0,2,2,1,2,2,1,2,1,1,2,1,3,2,0,2,0,2,2,1,1,2,1,3,2,1,2,2,2,1,1,2,1,2,2,2
1,2,1,1,2,2,1.29,0,0,0,0,3,0,1,0,1,1,0,2,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,0,0,1,2,1,0,0,0,1,1,0
0,0,0,3,3,3,0,2,1,1,0,3,2,0,4,3,0,4,3,1,2,3,3,3,2,.78,2,4,0,0,2,0,3,2,0,1,0,4,1,4,4,2,0,0,2
0,1,1,2,3,1,0,0,0,0,0,2,1,2,1,1,1,1,1,0,0,2,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,2,1,0,1,0,0,0,1
0,2,2,3,0,0,0,2,3,2,3.5,0,1,4,1,4,1.05,0,3,0,2,3,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,2,1,3,3,2,3,1,2,1,1,3,2,1,1,3,2,1,2,1,2,3,1,1,1,3,1,2,2,1,1,3,1,3,1,1,2,4,2,1,4,2,2,1,1
1,3,1,4,3,3,1,0,2,2,0,3,1,2,0,2,0,0,1,0,1,1,0,0,2,0,1,2,2,1,1,0,1,2,1,3,0,0,0,0,4,1,0,1,3
0,1,1,4,3,2,2,2,2,1,2,1,1,2,2,1,2,4,2,3,3,2,2,3,1,2,2,3,2,1,2,1,1,1,0,1,4,3,2,1,1,2,4,1,2
0,2,1,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,2,3,2,1,0,1,1,0,1,1,1,0,2,0,1,0,0,0,2,0,1,1,0,0,2,0,0,0,1,2,1,0,0,0,2,2,1,4,0,0,1,2
0,2,2,3,3,2,2,1,2,1.18,1,1,1,1,2,4,4,1,1,1,0,3,2,0,1,3,2,1,3,0,0,3,1,1,0,3,2,3,1,1,4,2,1,0,2
0,0,0,1,0,1,3,0,0,0,0,1,1,2,0,2,0,0,0,0,0,2,0,0,0,0,3,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0
0,2,1,2,3,1.88,1,0,4,4,2,2,.74,3,1,1.84,3,4,1,2,1,3,3,2,1,4,4,2,2,2,2,2,2,3,.4,1,1.5,1,0,2,3,2,1,4,2
0,2,1,3,2,2,2,0,1,1,1,2,0,2,0,2,0,2,2,0,0,2,2,0,1,0,2,3,0,1,1,0,2,3,2,1,1,3,2,1,0,0,2,1,2
1,3,2,2,3,4,1,1,2,2,1,2,2,1,2,1,3,2,2,2,1,1,2,1,4,2,3,2,1,1,2,0,2,1,0,2,3,1,1,3,2,2,2,2,1
0,1,3,2,2,2,2,0,1,1,4,1,1,3,1,2,1,1,1,1,1,2,1,0,1,1,1,1,1,1,0,2,0,3,0,1,2,2,1,1,2,0,2,1,1
0,1,0,2,2,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1
0,3,1,3,3,3,3,1,1,1,0,2,0,4,0,4,2,0,2,3,2,3,2,1,4,0,1,1,3,0,2,0,3,1,0,3,1,1,1,3,0,0,2,1,2
0,2,2,2,3,2,1,1,2,2,1,1,1,2,1,3,4,1,1,1,1,2,1,0,2,2,1,2,2,1,0,0,1,1,1,2,0,1,0,1,2,1,0,0,1
1,2,1,2,1,2,3,0,2,1,0,1,1,2,0,2,0,0,1,1,0,2,0,1,0,0,1,3,0,1,1,0,1,0,0,1,1,2,1,0,3,1,1,0,2
0,1,1,2,2,1,1,0,0,0,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,1
1,2,2,4,3,2,0,0,2,4,0,2,2,1,2,0,0,2,1,3,0,2,0,2,0,0,2,3,3,2,1,0,3,3,3,4,3,3,3,3,3,3,2,1,3
0,1,0,2,3,1,0,0,1,2,0,2,1,1,1,2,0,2,1,2,1,2,0,1,1,0,3,1,1,0,1,0,0,0,0,2,3,2,0,0,0,1,2,0,1
2,2,1,2,3,3,4,1,2,2,0,2,1,2,0,3,0,2,1,1,0,2,0,0,1,0,1,2,1,2,1,0,2,1,1,1,2,1,1,1,1,1,2,0,1
0,1,0,4,3,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,4,3,0,0,0,0,1,2,1,1,0,2,0,0,0,0,0,0,0
0,2,1,2,3,1,1,0,0,1,1,2,1,3,0,2,2,2,3,1,1,2,1,1,1,0,1,3,2,0,1,1,1,2,0,2,1,1,1,0,3,1,1,0,2
0,2,0,2,2,2,0,0,0,2,0,1,0,2,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
0,1,1,4,3,1,1,0,2,1,0,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,2,1,2,1,2,1,0,1,1,0,2,1,2,0,1,1,1,1,1,2,1,1,1,0,0,1,1,0,1,1,0,1,2,0,1,1,1,1,0,2,1,1,0,1
1,1,0,3,2,3,0,1,1,1,1,2,1,2,1,2,1,0,1,1,0,2,1,1,3,2,3,2,2,1,1,2,1,2,0,2,1,2,2,3,4,2,0,2,2
1,1,1,2,2,2,1,0,1,0,0,2,1,2,0,0,1,0,0,1,1,2,0,1,0,0,0,2,1,0,1,0,0,1,1,1,1,2,0,0,0,0,1,0,1
0,2,1,3,2,1,2,0,0,0,0,2,1,2,0,1,2,1,1,2,2,2,0,0,0,0,2,3,3,1,2,0,0,2,0,1,2,2,0,2,2,1,2,0,1
0,1,2,2,2,2,3,0,1,1,0,2,2,2,1,2,0,0,2,0,0,2,2,0,2,2,2,2,2,0,2,0,0,1,0,2,0,1,1,1,2,2,1,0,1
1,2,1,2,2,1,1,0,1,1,0,1,1,1,2,1,1,2,3,0,1,1,1,1,1,0,1,2,1,1,1,0,2,2,1,1,1,3,1,1,2,1,1,0,2
0,1,1,3,2,2,1,0,1,1,1,1,0,2,1,2,2,1,1,0,0,3,1,0,0,1,2,2,2,1,0,1,0,2,0,2,0,2,1,1,0,0,0,0,2
0,2,1,3,1,1,0,0,1,0,1,0,0,3,0,1,2,0,2,0,1,2,1,0,0,0,1,1,1,0,0,0,1,2,1,2,2,2,1,0,2,0,0,1,2
0,1,1,2,2,2,2,0,1,2,0,1,1,2,0,1,1,2,2,0,0,1,0,0,0,1,2,1,1,0,0,0,1,2,0,2,1,2,2,0,2,1,1,0,2
0,3,1,4,3,2,2,0,2,3,1,2,0,4,1,1,0,2,1,0,0,4,1,1,1,2,1,3,1,0,0,0,2,2,2,3,1,2,1,0,4,2,1,0,2
2,4,3,4,4,3,4,0,4,0,0,2,0,4,1,0,0,4,3,2,1,4,4,2,1,0,4,2,0,3,2,0,0,4,0,1,2,4,0,0,4,2,2,2,3
1,2,1,3,3,3,1,0,2,2,0,2,1,1,1,2,1,2,1,1,1,4,1,1,1,1,1,2,1,1,2,1,3,1,2,3,1,3,1,1,2,2,1,1,2
0,3,2,3,3,3,1,0,3,0,0,2,0,4,2,2,1,1,2,2,2,3,2,1,2,0,2,3,2,0,2,0,2,1,0,1,2,2,2,1,4,3,0,2,3
